date          ibm           vw         ew
19670307    -0.00227      0.0017      0.0040
19670308    -0.00513      0.0018      0.0035
19670309    -0.00057      0.0029      0.0052
19670310     0.00859      0.0038      0.0055
19670313     0.00170     -0.0048     -0.0031
19670314    -0.01361     -0.0009     -0.0003
19670315     0.01609      0.0088      0.0068
19670316     0.01810      0.0091      0.0063
19670317     0.00056      0.0016      0.0020
19670320    -0.01388     -0.0001      0.0023
19670321     0.00169     -0.0026     -0.0027
19670322    -0.00056      0.0028      0.0031
19670323     0.02475      0.0069      0.0050
19670327     0.01207     -0.0003      0.0009
19670328    -0.00651      0.0012      0.0012
19670329    -0.00218     -0.0010      0.0005
19670330     0.00055      0.0006      0.0024
19670331    -0.01367     -0.0047     -0.0009
19670403    -0.02439     -0.0109     -0.0102
19670404     0.00227      0.0002      0.0013
19670405     0.00794      0.0065      0.0066
19670406     0.02025      0.0021      0.0032
19670407    -0.01516     -0.0061     -0.0047
19670410    -0.01315     -0.0121     -0.0130
19670411     0.02099      0.0071      0.0080
19670412    -0.00778     -0.0009      0.0007
19670413     0.02128      0.0067      0.0056
19670414     0.00548      0.0100      0.0064
19670417    -0.00055      0.0064      0.0048
19670418     0.00436      0.0086      0.0081
19670419     0.01467      0.0014      0.0033
19670420     0.00375      0.0022      0.0040
19670421    -0.00160      0.0027      0.0047
19670424     0.01122      0.0028      0.0005
19670425     0.01690      0.0056      0.0030
19670426    -0.00364     -0.0010     -0.0008
19670427     0.03545      0.0082      0.0076
19670428     0.00000      0.0017      0.0041
19670501    -0.00220     -0.0006      0.0023
19670502     0.00104      0.0000      0.0042
19670503    -0.00052      0.0028      0.0057
19670504    -0.00104      0.0034      0.0033
19670505    -0.00311      0.0013      0.0036
19670508    -0.01093      0.0023      0.0019
19670509    -0.02998     -0.0101     -0.0101
19670510     0.01085     -0.0012      0.0031
19670511     0.00268      0.0049      0.0087
19670512     0.00054     -0.0018      0.0030
19670515    -0.00749     -0.0071     -0.0023
19670516     0.02155      0.0051      0.0051
19670517     0.00211     -0.0025      0.0015
19670518     0.00211     -0.0018      0.0020
19670519    -0.00840     -0.0038     -0.0012
19670522     0.00000     -0.0030      0.0001
19670523     0.00583     -0.0040     -0.0030
19670524    -0.02054     -0.0117     -0.0132
19670525     0.01720      0.0097      0.0071
19670526    -0.00634     -0.0010     -0.0007
19670529     0.00000     -0.0046     -0.0033
19670531    -0.00798     -0.0163     -0.0225
19670601     0.02091      0.0119      0.0099
19670602    -0.01471     -0.0037      0.0007
19670605    -0.00746     -0.0162     -0.0264
19670606     0.02578      0.0203      0.0245
19670607     0.00576      0.0084      0.0127
19670608     0.00573      0.0057      0.0073
19670609     0.00621      0.0027      0.0075
19670612     0.00309      0.0066      0.0094
19670613     0.00821      0.0060      0.0067
19670614     0.01577     -0.0016      0.0010
19670615    -0.00050      0.0019      0.0067
19670616     0.00100      0.0006      0.0026
19670619    -0.00300      0.0005      0.0041
19670620     0.00000     -0.0002      0.0020
19670621    -0.00301     -0.0023      0.0011
19670622     0.00101     -0.0020      0.0029
19670623     0.01006      0.0007      0.0051
19670626     0.01594     -0.0038     -0.0031
19670627    -0.01275     -0.0032      0.0009
19670628    -0.00894      0.0008      0.0066
19670629     0.00100     -0.0047     -0.0051
19670630    -0.00400     -0.0013      0.0041
19670703     0.00302      0.0035      0.0067
19670705     0.00551      0.0056      0.0083
19670706    -0.00100     -0.0003      0.0026
19670707     0.00050      0.0049      0.0089
19670710     0.00399      0.0047      0.0066
19670711     0.00497      0.0045      0.0019
19670712    -0.00593     -0.0001      0.0009
19670713     0.00199      0.0009      0.0050
19670714    -0.00248      0.0037      0.0067
19670717     0.00199      0.0008      0.0029
19670718    -0.00248      0.0070      0.0056
19670719    -0.01294      0.0011      0.0015
19670720     0.00403      0.0014      0.0002
19670721     0.00100      0.0006     -0.0006
19670724    -0.00602     -0.0035     -0.0047
19670725    -0.00908      0.0003      0.0039
19670726     0.01680      0.0044      0.0070
19670727     0.01152      0.0037      0.0065
19670728     0.00297      0.0020      0.0065
19670731     0.00247      0.0030      0.0053
19670801     0.01329      0.0064      0.0051
19670802    -0.00972      0.0036      0.0020
19670803    -0.00294     -0.0016     -0.0021
19670804     0.00295      0.0027      0.0066
19670807     0.00167     -0.0016      0.0007
19670808     0.00295      0.0011      0.0014
19670809    -0.01126      0.0013      0.0024
19670810    -0.01881     -0.0026     -0.0012
19670811    -0.00706     -0.0047     -0.0049
19670814    -0.00508     -0.0047     -0.0060
19670815     0.00102      0.0011      0.0014
19670816     0.00918     -0.0022     -0.0030
19670817    -0.00506      0.0013      0.0034
19670818     0.01118      0.0016      0.0025
19670821     0.00101     -0.0048     -0.0032
19670822    -0.00803     -0.0053     -0.0039
19670823     0.00405     -0.0010     -0.0009
19670824    -0.00907     -0.0051     -0.0027
19670825    -0.01170     -0.0040     -0.0056
19670828    -0.00051      0.0004      0.0013
19670829     0.01133      0.0025      0.0021
19670830     0.00407      0.0028      0.0058
19670831     0.01369      0.0064      0.0066
19670901     0.00050      0.0017      0.0053
19670905     0.00400      0.0053      0.0038
19670906     0.00498      0.0017      0.0021
19670907    -0.00347     -0.0003      0.0013
19670908     0.00249      0.0003      0.0035
19670911     0.01786      0.0018      0.0032
19670912     0.00780      0.0050      0.0054
19670913     0.00000      0.0098      0.0070
19670914    -0.01161      0.0017      0.0013
19670915     0.00000      0.0008      0.0030
19670918     0.00489      0.0026      0.0046
19670919     0.00779     -0.0043     -0.0046
19670920    -0.00676      0.0006      0.0060
19670921     0.05156      0.0058      0.0054
19670922     0.00370      0.0031      0.0069
19670925     0.01935      0.0051      0.0034
19670926    -0.01356     -0.0083     -0.0076
19670927     0.00412      0.0008      0.0038
19670928     0.00456      0.0009      0.0032
19670929    -0.00363      0.0000      0.0047
19671002    -0.01003     -0.0037     -0.0007
19671003     0.01152      0.0033      0.0042
19671004     0.00000     -0.0010      0.0014
19671005     0.00729      0.0023      0.0025
19671006     0.02712      0.0059      0.0068
19671009     0.00616      0.0022      0.0041
19671010    -0.00262     -0.0071     -0.0079
19671011     0.01754     -0.0044     -0.0043
19671012     0.00000     -0.0060     -0.0041
19671013     0.01034      0.0023      0.0044
19671016    -0.00512     -0.0080     -0.0075
19671017    -0.01201     -0.0018     -0.0006
19671018     0.01563      0.0024      0.0041
19671019     0.01111      0.0010      0.0009
19671020     0.00972     -0.0011     -0.0037
19671023    -0.01130     -0.0047     -0.0072
19671024    -0.00085     -0.0054     -0.0075
19671025    -0.00169      0.0015     -0.0001
19671026     0.00891      0.0044      0.0069
19671027     0.00547      0.0004     -0.0005
19671030    -0.00167     -0.0016     -0.0012
19671031    -0.00503     -0.0088     -0.0094
19671101    -0.01559     -0.0118     -0.0098
19671102    -0.00300     -0.0046     -0.0061
19671103    -0.00240     -0.0046     -0.0003
19671106     0.00172     -0.0028     -0.0027
19671108    -0.00775     -0.0033     -0.0018
19671109     0.00520      0.0042      0.0008
19671110     0.01294      0.0060      0.0054
19671113     0.00511     -0.0028     -0.0075
19671114    -0.00508     -0.0072     -0.0136
19671115     0.01363      0.0042     -0.0008
19671116     0.02521      0.0096      0.0105
19671117     0.00984      0.0036      0.0085
19671120    -0.02597     -0.0135     -0.0206
19671121     0.03000      0.0170      0.0218
19671122    -0.00890      0.0066      0.0089
19671124     0.00245      0.0026      0.0013
19671127     0.00489      0.0036      0.0040
19671128    -0.00486      0.0050      0.0065
19671129     0.00000      0.0008      0.0030
19671130    -0.00326     -0.0044     -0.0031
19671201     0.00654      0.0054      0.0089
19671204     0.02273      0.0066      0.0084
19671205    -0.00159      0.0012     -0.0002
19671206     0.00596      0.0037      0.0038
19671207     0.01146     -0.0006      0.0023
19671208     0.00703     -0.0006      0.0020
19671211     0.00155     -0.0015      0.0029
19671212    -0.00697      0.0000      0.0032
19671213     0.00390      0.0043      0.0078
19671214     0.00699      0.0019      0.0059
19671215    -0.01659     -0.0053     -0.0039
19671218    -0.03021     -0.0025     -0.0001
19671219    -0.00081     -0.0008      0.0004
19671220     0.01215      0.0056      0.0051
19671221    -0.00440      0.0026      0.0041
19671222    -0.01406     -0.0011      0.0037
19671226     0.00489      0.0016      0.0058
19671227     0.01379      0.0069      0.0081
19671228    -0.00080     -0.0002      0.0014
19671229     0.00400      0.0064      0.0091
19680102    -0.02153     -0.0024      0.0061
19680103    -0.01222     -0.0053     -0.0022
19680104    -0.02847     -0.0028     -0.0016
19680105     0.00722      0.0064      0.0112
19680108     0.00759      0.0071      0.0101
19680109     0.00167     -0.0012     -0.0005
19680110     0.00919      0.0015      0.0048
19680111     0.00828      0.0027      0.0101
19680112     0.01149      0.0022      0.0081
19680115     0.01136     -0.0013      0.0051
19680116    -0.01124     -0.0053      0.0011
19680117     0.00000     -0.0008      0.0037
19680118     0.00893      0.0003      0.0063
19680119    -0.00080     -0.0032     -0.0022
19680122    -0.02254     -0.0134     -0.0147
19680123     0.02636     -0.0049     -0.0078
19680124    -0.01445     -0.0041     -0.0018
19680125     0.00489      0.0006     -0.0031
19680126     0.00243      0.0023      0.0072
19680129    -0.00647     -0.0015      0.0001
19680130    -0.00814     -0.0055     -0.0074
19680131    -0.02461     -0.0081     -0.0091
19680201     0.00841      0.0028     -0.0004
19680202    -0.00584     -0.0031     -0.0026
19680205    -0.00369     -0.0044     -0.0065
19680206    -0.00928      0.0008     -0.0006
19680207     0.00937      0.0015      0.0002
19680208    -0.02278     -0.0139     -0.0210
19680209    -0.01382     -0.0118     -0.0161
19680213     0.00000     -0.0101     -0.0170
19680214     0.02452      0.0124      0.0116
19680215     0.00171      0.0026      0.0096
19680216    -0.01536     -0.0036     -0.0020
19680219     0.01408      0.0035      0.0045
19680220     0.01688      0.0063      0.0074
19680221     0.00672      0.0045      0.0039
19680223    -0.01544     -0.0044     -0.0048
19680226    -0.00382     -0.0074     -0.0100
19680227     0.01106      0.0041      0.0034
19680228    -0.00673     -0.0050     -0.0046
19680229    -0.01695     -0.0086     -0.0109
19680301    -0.00517     -0.0041     -0.0085
19680304    -0.02600     -0.0150     -0.0225
19680305     0.01379     -0.0041     -0.0134
19680306     0.03115      0.0178      0.0227
19680307    -0.00426     -0.0014      0.0025
19680308    -0.00940     -0.0008     -0.0019
19680311     0.02330      0.0134      0.0157
19680312     0.00422      0.0020      0.0052
19680313    -0.00840     -0.0016      0.0020
19680314    -0.02964     -0.0203     -0.0257
19680315     0.02814      0.0077      0.0037
19680318     0.00276      0.0066      0.0107
19680319    -0.01566     -0.0063     -0.0043
19680320     0.00903     -0.0008     -0.0015
19680321    -0.01150     -0.0079     -0.0094
19680322     0.00948      0.0002     -0.0029
19680325     0.00342     -0.0011     -0.0022
19680326     0.01106      0.0067      0.0058
19680327     0.00673      0.0085      0.0089
19680328     0.00418     -0.0006      0.0012
19680329     0.01998      0.0070      0.0069
19680401     0.03020      0.0238      0.0150
19680402     0.00634      0.0023      0.0029
19680403     0.00630      0.0089      0.0060
19680404    -0.00235      0.0048      0.0068
19680405    -0.01176     -0.0051     -0.0015
19680408     0.01905      0.0174      0.0148
19680410    -0.00156      0.0076      0.0064
19680411     0.01248      0.0094      0.0111
19680415    -0.00116      0.0023      0.0076
19680416    -0.00501      0.0017      0.0089
19680417    -0.00310      0.0032      0.0125
19680418    -0.00467      0.0034      0.0109
19680419    -0.00547     -0.0120     -0.0101
19680422    -0.00079     -0.0047     -0.0024
19680423     0.02987      0.0128      0.0158
19680424    -0.00305      0.0029      0.0071
19680425     0.00459      0.0037      0.0074
19680426     0.00457      0.0037      0.0064
19680429     0.01442      0.0031      0.0066
19680430     0.01346      0.0017      0.0040
19680501     0.01255      0.0034      0.0037
19680502     0.01458      0.0064      0.0068
19680503    -0.00963      0.0012      0.0003
19680506    -0.00291     -0.0016      0.0017
19680507     0.00255      0.0060      0.0089
19680508    -0.00109      0.0007      0.0043
19680509    -0.00655     -0.0049     -0.0049
19680510    -0.00696      0.0034      0.0110
19680513    -0.01143     -0.0015      0.0048
19680514     0.00149     -0.0003      0.0030
19680515    -0.00298     -0.0003      0.0032
19680516    -0.00972     -0.0043     -0.0020
19680517    -0.01887     -0.0056     -0.0019
19680520    -0.00038     -0.0044     -0.0031
19680521     0.01578      0.0060      0.0083
19680522    -0.00303      0.0033      0.0084
19680523    -0.00760     -0.0010      0.0028
19680524     0.00919      0.0032      0.0064
19680527     0.00910     -0.0003      0.0063
19680528     0.00902      0.0063      0.0079
19680529     0.03055      0.0033      0.0052
19680531     0.03254      0.0078      0.0079
19680603     0.05042      0.0125      0.0107
19680604    -0.01400      0.0055      0.0086
19680605    -0.01285     -0.0043     -0.0033
19680606     0.00822      0.0091      0.0137
19680607     0.00543      0.0070      0.0096
19680610     0.00203      0.0014      0.0005
19680611    -0.00202      0.0025      0.0040
19680613    -0.02703     -0.0040     -0.0050
19680614    -0.01181     -0.0013     -0.0004
19680617    -0.02600     -0.0109     -0.0108
19680618     0.00072     -0.0010     -0.0008
19680620     0.03389      0.0053      0.0038
19680621    -0.00070      0.0018      0.0032
19680624    -0.02791     -0.0034     -0.0051
19680625     0.01795     -0.0041     -0.0087
19680627     0.01693     -0.0014     -0.0022
19680628    -0.01872     -0.0031      0.0004
19680701    -0.00636     -0.0020     -0.0012
19680702     0.00142      0.0043      0.0062
19680703     0.01705      0.0126      0.0165
19680708     0.01955      0.0109      0.0123
19680709    -0.00548      0.0030      0.0045
19680711    -0.01377      0.0013      0.0023
19680712    -0.00908     -0.0004      0.0022
19680715     0.00634     -0.0013      0.0011
19680716    -0.00560     -0.0050     -0.0031
19680718     0.00845     -0.0029     -0.0026
19680719    -0.03631     -0.0090     -0.0097
19680722    -0.00870     -0.0138     -0.0189
19680723     0.00512     -0.0023     -0.0061
19680725    -0.02400     -0.0126     -0.0136
19680726    -0.01043      0.0027      0.0003
19680729    -0.00151     -0.0084     -0.0147
19680730     0.02187      0.0014      0.0002
19680801    -0.00258     -0.0050     -0.0058
19680802    -0.00363     -0.0052     -0.0054
19680805    -0.00149      0.0041      0.0078
19680806     0.00745      0.0049      0.0076
19680808    -0.00592     -0.0021     -0.0012
19680809    -0.00298      0.0004      0.0008
19680812     0.01119      0.0099      0.0124
19680813     0.01328      0.0045      0.0046
19680815    -0.01238     -0.0034     -0.0001
19680816     0.00442      0.0060      0.0065
19680819     0.01322      0.0036      0.0049
19680820    -0.00145      0.0002      0.0011
19680822    -0.00290     -0.0028     -0.0025
19680823    -0.01528      0.0007      0.0038
19680826     0.00517      0.0024      0.0017
19680827    -0.00588     -0.0016     -0.0012
19680829     0.00000     -0.0010     -0.0017
19680830    -0.00888      0.0024      0.0037
19680903     0.00448      0.0039      0.0020
19680904     0.00743      0.0062      0.0055
19680905     0.00221      0.0072      0.0087
19680906     0.00221      0.0045      0.0068
19680909    -0.00587      0.0015      0.0054
19680910    -0.00443     -0.0046     -0.0035
19680912     0.00000     -0.0019      0.0005
19680913     0.00148      0.0039      0.0058
19680916    -0.00444      0.0041      0.0046
19680917     0.00223      0.0027      0.0027
19680919    -0.00297      0.0021      0.0041
19680920    -0.01415      0.0014      0.0024
19680923     0.01813      0.0057      0.0056
19680924     0.00000      0.0039      0.0051
19680926    -0.00371     -0.0015      0.0004
19680927    -0.01042      0.0009      0.0057
19680930     0.00828      0.0042      0.0068
19681001    -0.02388      0.0020      0.0042
19681003    -0.00765      0.0039      0.0027
19681004     0.02003      0.0031      0.0003
19681007    -0.00227     -0.0000     -0.0008
19681008     0.00151     -0.0002     -0.0021
19681010    -0.00378     -0.0041     -0.0032
19681011    -0.01366      0.0003      0.0037
19681014    -0.01615      0.0018      0.0031
19681015    -0.01486      0.0021      0.0036
19681017     0.01270      0.0051      0.0043
19681018     0.02508      0.0070      0.0043
19681021     0.00000      0.0016      0.0016
19681022    -0.00917     -0.0031     -0.0023
19681024    -0.01852     -0.0058     -0.0027
19681025    -0.00393      0.0032      0.0041
19681028    -0.01026     -0.0031     -0.0040
19681029    -0.01276     -0.0054     -0.0070
19681031    -0.00598      0.0008     -0.0014
19681101     0.00651     -0.0034     -0.0049
19681104     0.01942      0.0004     -0.0019
19681106    -0.01587      0.0018      0.0022
19681107     0.02177      0.0029      0.0002
19681108    -0.00474      0.0055      0.0083
19681112     0.01507      0.0076      0.0086
19681113     0.01250      0.0058      0.0072
19681114     0.00309      0.0013      0.0033
19681115     0.00615      0.0058      0.0070
19681118    -0.01376      0.0018      0.0031
19681119     0.00775      0.0030      0.0044
19681121     0.00308     -0.0003      0.0020
19681122     0.00537      0.0048      0.0067
19681125    -0.00229      0.0029      0.0051
19681126     0.00841      0.0069      0.0064
19681127     0.01440      0.0044      0.0055
19681129    -0.00224      0.0059      0.0083
19681202    -0.01423     -0.0014      0.0003
19681203     0.00304     -0.0007      0.0004
19681205    -0.00455     -0.0025      0.0012
19681206    -0.00761      0.0029      0.0054
19681209     0.00307     -0.0014      0.0038
19681210     0.00306     -0.0016      0.0012
19681212    -0.02134     -0.0003      0.0028
19681213    -0.01402      0.0030      0.0045
19681216    -0.00237     -0.0037     -0.0003
19681217     0.01188     -0.0043     -0.0052
19681219     0.02034      0.0024      0.0036
19681220    -0.01227     -0.0045      0.0009
19681223    -0.01320     -0.0103     -0.0080
19681224     0.01023     -0.0009      0.0011
19681226    -0.00389      0.0014      0.0036
19681227    -0.00235     -0.0036     -0.0014
19681230    -0.01724     -0.0100     -0.0123
19681231     0.00478      0.0011      0.0045
19690102    -0.00397      0.0011      0.0058
19690103    -0.00558      0.0001      0.0015
19690106    -0.03045     -0.0148     -0.0168
19690107     0.00331     -0.0135     -0.0218
19690108     0.00824     -0.0050     -0.0083
19690109     0.01307      0.0042      0.0057
19690110    -0.01371     -0.0026     -0.0016
19690113    -0.01881     -0.0069     -0.0126
19690114     0.02833      0.0074      0.0069
19690115     0.00081      0.0063      0.0103
19690116     0.01296      0.0058      0.0081
19690117    -0.01679     -0.0007      0.0017
19690120    -0.02439     -0.0015      0.0025
19690121     0.01000     -0.0010     -0.0002
19690122     0.00000      0.0040      0.0067
19690123    -0.00825      0.0055      0.0075
19690124    -0.00250     -0.0002      0.0007
19690127     0.00000      0.0002      0.0016
19690128     0.00000      0.0003      0.0012
19690129    -0.01168      0.0010      0.0014
19690130     0.00084     -0.0000     -0.0013
19690131    -0.00084      0.0038      0.0021
19690203    -0.00464     -0.0006     -0.0002
19690204     0.00466      0.0004      0.0004
19690205     0.00169      0.0015     -0.0014
19690206     0.00438      0.0033     -0.0004
19690207     0.00252      0.0011      0.0014
19690211     0.01678      0.0009      0.0016
19690212     0.00825     -0.0003      0.0001
19690213     0.01555      0.0007     -0.0008
19690214    -0.00483     -0.0007     -0.0008
19690217    -0.02834     -0.0124     -0.0160
19690218     0.00000     -0.0118     -0.0167
19690219    -0.01500     -0.0078     -0.0085
19690220     0.00000     -0.0092     -0.0133
19690224     0.00423     -0.0126     -0.0192
19690225    -0.00168     -0.0073     -0.0121
19690226     0.00759      0.0042      0.0034
19690227    -0.00838     -0.0044     -0.0053
19690228    -0.00887     -0.0001     -0.0002
19690303     0.00895      0.0017     -0.0006
19690304     0.00591      0.0100      0.0099
19690305     0.01847      0.0036      0.0040
19690306    -0.00742     -0.0116     -0.0148
19690307    -0.00415     -0.0017     -0.0078
19690310     0.01251      0.0037      0.0042
19690311    -0.00165      0.0042      0.0065
19690312    -0.01114     -0.0026     -0.0029
19690313    -0.01627     -0.0070     -0.0080
19690314     0.00339     -0.0048     -0.0066
19690317     0.02029      0.0022     -0.0018
19690318    -0.00621      0.0031      0.0061
19690319     0.01209      0.0071      0.0062
19690320     0.00659      0.0066      0.0077
19690321     0.00000     -0.0017      0.0009
19690324     0.00327     -0.0014     -0.0004
19690325     0.00489      0.0015      0.0014
19690326     0.00487      0.0065      0.0051
19690327     0.00565      0.0071      0.0070
19690328     0.00884      0.0041      0.0055
19690401    -0.00318     -0.0011     -0.0007
19690402    -0.00639     -0.0068     -0.0083
19690403    -0.00080     -0.0005     -0.0015
19690407    -0.01126     -0.0086     -0.0116
19690408    -0.00244      0.0024      0.0010
19690409     0.01794      0.0082      0.0058
19690410     0.00561      0.0046      0.0041
19690411    -0.00478      0.0012      0.0024
19690414    -0.00961     -0.0010     -0.0011
19690415     0.00404     -0.0007     -0.0025
19690416    -0.00564     -0.0085     -0.0077
19690417    -0.00648      0.0014      0.0014
19690418     0.00489      0.0041      0.0021
19690421    -0.00081     -0.0074     -0.0096
19690422     0.01461      0.0019     -0.0015
19690423    -0.00400      0.0013      0.0031
19690424     0.01365      0.0044      0.0036
19690425     0.00713      0.0047      0.0060
19690428     0.02046      0.0037      0.0029
19690429     0.00925      0.0085      0.0080
19690430     0.00229      0.0089      0.0098
19690501    -0.00762     -0.0006      0.0033
19690502     0.00553      0.0047      0.0059
19690505     0.00306      0.0048      0.0071
19690506     0.01221      0.0046      0.0037
19690507    -0.00754     -0.0016     -0.0013
19690508     0.00228      0.0037      0.0031
19690509    -0.00834      0.0010      0.0005
19690512    -0.00153     -0.0016     -0.0030
19690513     0.01531      0.0044      0.0038
19690514     0.00754      0.0072      0.0034
19690515    -0.01198     -0.0028     -0.0025
19690516     0.00152      0.0005     -0.0005
19690519    -0.01891     -0.0083     -0.0057
19690520    -0.01465     -0.0081     -0.0060
19690521     0.00939      0.0044      0.0041
19690522     0.00078      0.0020      0.0013
19690523     0.01317      0.0000     -0.0003
19690526     0.00000     -0.0016     -0.0014
19690527    -0.01453     -0.0078     -0.0082
19690528    -0.00155     -0.0024     -0.0020
19690529    -0.00855      0.0026      0.0030
19690602     0.00157     -0.0047     -0.0046
19690603    -0.00469     -0.0030     -0.0050
19690604     0.00314     -0.0004     -0.0004
19690605    -0.00313      0.0008     -0.0004
19690606    -0.00943     -0.0066     -0.0062
19690609    -0.00873     -0.0096     -0.0108
19690610    -0.00641     -0.0077     -0.0077
19690611    -0.00242     -0.0099     -0.0124
19690612    -0.00485     -0.0140     -0.0184
19690613     0.01136      0.0033      0.0006
19690616     0.00642     -0.0039     -0.0069
19690617     0.00239     -0.0051     -0.0115
19690618     0.00000     -0.0020     -0.0024
19690619    -0.00080     -0.0085     -0.0155
19690620    -0.00557     -0.0070     -0.0120
19690623     0.01041     -0.0067     -0.0148
19690624     0.03170      0.0111      0.0106
19690625    -0.01536     -0.0041     -0.0041
19690626     0.02886      0.0020     -0.0031
19690627     0.00531      0.0009      0.0017
19690630     0.01885      0.0048      0.0051
19690701    -0.00074      0.0049      0.0072
19690702     0.03111      0.0091      0.0113
19690703     0.00934      0.0078      0.0117
19690707    -0.00925     -0.0065     -0.0067
19690708    -0.03448     -0.0137     -0.0132
19690709    -0.00744     -0.0078     -0.0090
19690710    -0.01949     -0.0159     -0.0188
19690711     0.01376      0.0031     -0.0016
19690714    -0.03017     -0.0135     -0.0155
19690715     0.00622     -0.0042     -0.0088
19690716     0.01546      0.0109      0.0115
19690717    -0.00304      0.0053      0.0044
19690718    -0.01374     -0.0075     -0.0061
19690722    -0.01471     -0.0154     -0.0158
19690723     0.00628     -0.0051     -0.0102
19690724    -0.01015     -0.0040     -0.0052
19690725    -0.00158     -0.0100     -0.0135
19690728    -0.01066     -0.0225     -0.0372
19690729    -0.00040     -0.0089     -0.0159
19690730     0.00799      0.0055      0.0074
19690731     0.02853      0.0224      0.0287
19690801     0.01849      0.0199      0.0283
19690804    -0.00835     -0.0051     -0.0049
19690805     0.02372      0.0043      0.0002
19690806     0.00448      0.0069      0.0086
19690807    -0.00670      0.0012      0.0010
19690808    -0.00075      0.0001     -0.0003
19690811    -0.01274     -0.0057     -0.0059
19690812     0.00380     -0.0080     -0.0098
19690813     0.01362      0.0005     -0.0029
19690814     0.01119      0.0079      0.0093
19690815     0.00221      0.0081      0.0077
19690818     0.00515      0.0076      0.0095
19690819     0.00220      0.0056      0.0078
19690820     0.01425     -0.0001     -0.0007
19690821     0.00613      0.0026      0.0020
19690822     0.00358      0.0067      0.0059
19690825    -0.02641     -0.0090     -0.0065
19690826    -0.00293     -0.0071     -0.0083
19690827     0.00809      0.0029      0.0033
19690828     0.01532      0.0042      0.0019
19690829    -0.00862      0.0075      0.0087
19690902    -0.00435     -0.0007     -0.0014
19690903    -0.00801     -0.0067     -0.0075
19690904    -0.00147     -0.0083     -0.0091
19690905    -0.00661     -0.0061     -0.0056
19690908    -0.00814     -0.0104     -0.0122
19690909     0.00969      0.0077      0.0038
19690910     0.02954      0.0166      0.0149
19690911    -0.01435     -0.0066     -0.0024
19690912     0.00582      0.0008     -0.0006
19690915    -0.00434      0.0065      0.0060
19690916     0.00799      0.0016      0.0016
19690917     0.00072     -0.0027     -0.0024
19690918     0.00432      0.0034      0.0030
19690919     0.00717      0.0039      0.0051
19690922     0.02137      0.0043      0.0026
19690923    -0.00349     -0.0001      0.0012
19690924    -0.00070     -0.0016     -0.0021
19690925    -0.02591     -0.0071     -0.0047
19690926    -0.00359     -0.0066     -0.0045
19690929    -0.00072     -0.0068     -0.0067
19690930    -0.00289     -0.0030     -0.0022
19691001    -0.00507     -0.0062     -0.0056
19691002     0.00291      0.0086      0.0078
19691003     0.00073     -0.0006     -0.0008
19691006     0.01088      0.0017      0.0002
19691007    -0.00717     -0.0021     -0.0015
19691008    -0.01301     -0.0051     -0.0061
19691009     0.01611      0.0035      0.0001
19691010    -0.00144      0.0066      0.0089
19691013     0.00216      0.0128      0.0181
19691014     0.01656      0.0128      0.0165
19691015     0.00283      0.0008      0.0054
19691016    -0.00636      0.0072      0.0108
19691017    -0.00213     -0.0005      0.0045
19691020     0.00570      0.0032      0.0073
19691021     0.01133      0.0082      0.0131
19691022    -0.00420      0.0065      0.0092
19691023     0.00281     -0.0032     -0.0020
19691024     0.02104      0.0070      0.0087
19691027    -0.00137     -0.0008      0.0028
19691028    -0.00550     -0.0027     -0.0023
19691029    -0.01452     -0.0087     -0.0095
19691030     0.00912      0.0019      0.0020
19691031     0.00278      0.0034      0.0044
19691103    -0.00277     -0.0004     -0.0012
19691104     0.00000      0.0009      0.0014
19691105     0.00278      0.0048      0.0046
19691106     0.00277      0.0017      0.0014
19691107     0.01248      0.0066      0.0055
19691110     0.00479      0.0011     -0.0005
19691111     0.00273     -0.0031     -0.0038
19691112    -0.00204     -0.0012     -0.0014
19691113    -0.00681     -0.0059     -0.0084
19691114    -0.00412     -0.0039     -0.0045
19691117    -0.00138     -0.0076     -0.0103
19691118     0.00207     -0.0007     -0.0039
19691119    -0.01170     -0.0052     -0.0068
19691120    -0.01184     -0.0110     -0.0150
19691121    -0.01057     -0.0067     -0.0077
19691124    -0.01496     -0.0104     -0.0138
19691125     0.00145     -0.0021     -0.0022
19691126     0.01083      0.0038      0.0039
19691128     0.02000      0.0067      0.0079
19691201     0.00840     -0.0072     -0.0111
19691202    -0.01111     -0.0064     -0.0094
19691203    -0.00246     -0.0119     -0.0173
19691204     0.00528      0.0041      0.0025
19691205     0.00000     -0.0033     -0.0065
19691208    -0.00420     -0.0124     -0.0176
19691209     0.00141     -0.0016     -0.0066
19691210    -0.00140     -0.0005     -0.0038
19691211     0.00000      0.0011     -0.0001
19691212     0.01125      0.0032      0.0024
19691215    -0.00417     -0.0024     -0.0035
19691216    -0.01327     -0.0098     -0.0131
19691217    -0.00495     -0.0052     -0.0081
19691218     0.02489      0.0160      0.0148
19691219     0.01735      0.0083      0.0110
19691222    -0.01637     -0.0096     -0.0139
19691223    -0.02497     -0.0050     -0.0089
19691224     0.00996      0.0120      0.0173
19691226     0.01690      0.0083      0.0101
19691229    -0.00762     -0.0070     -0.0124
19691230     0.00349      0.0041      0.0006
19691231     0.01391      0.0061      0.0083
19700102     0.00069      0.0121      0.0335
19700105     0.00960      0.0064      0.0189
19700106     0.00068     -0.0072     -0.0058
19700107     0.00068     -0.0013      0.0036
19700108     0.00203      0.0006      0.0029
