year mon day idx
2006 1 27 381.43
2006 1 30 381.06
2006 1 31 381.24
2006 2 1 380.55
2006 2 2 380.71
2006 2 3 381.3
2006 2 6 381.3
2006 2 7 380.94
2006 2 8 380.42
2006 2 9 380.93
2006 2 10 380.34
2006 2 13 380.6
2006 2 14 380.16
2006 2 15 380.29
2006 2 16 380.47
2006 2 17 381.56
2006 2 20 381.72
2006 2 22 381.88
2006 2 23 381.25
2006 2 24 381.36
2006 2 27 381.17
2006 2 28 382.07
2006 3 1 381.59
2006 3 2 380.88
2006 3 3 380.17
2006 3 6 379.42
2006 3 7 379.51
2006 3 8 379.61
2006 3 9 379.8
2006 3 10 379.49
2006 3 13 379.31
2006 3 14 380.79
2006 3 15 380.32
2006 3 16 381.8
2006 3 17 381.49
2006 3 20 381.91
2006 3 21 380.86
2006 3 22 381.02
2006 3 23 380.43
2006 3 24 381.65
2006 3 27 381.28
2006 3 28 380.02
2006 3 29 379.53
2006 3 30 378.82
2006 3 31 379
2006 4 3 378.74
2006 4 4 378.99
2006 4 5 379.63
2006 4 6 378.75
2006 4 7 377.68
2006 4 10 377.89
2006 4 11 378.44
2006 4 12 377.58
2006 4 13 376.66
2006 4 17 377.47
2006 4 18 378.21
2006 4 19 377.43
2006 4 20 377.3
2006 4 21 377.67
2006 4 24 378.42
2006 4 25 376.95
2006 4 26 376.43
2006 4 27 377.04
2006 4 28 377.57
2006 4 30 377.68
2006 5 1 376.68
2006 5 3 376.53
2006 5 4 376.42
2006 5 5 377.25
2006 5 8 377.25
2006 5 9 377.16
2006 5 10 377.22
2006 5 11 376.81
2006 5 12 375.97
2006 5 15 376.85
2006 5 16 377.76
2006 5 17 376.57
2006 5 18 378.15
2006 5 19 378.51
2006 5 22 379.05
2006 5 23 378.56
2006 5 24 379.2
2006 5 25 378.57
2006 5 26 378.99
2006 5 29 379.15
2006 5 30 378.61
2006 5 31 378.01
2006 6 2 380.42
2006 6 5 380.01
2006 6 6 380.32
2006 6 7 380
2006 6 8 380.45
2006 6 9 380.73
2006 6 12 380.72
2006 6 13 381.24
2006 6 14 379.51
2006 6 15 378.7
2006 6 16 378.26
2006 6 19 377.93
2006 6 20 377.77
2006 6 21 377.88
2006 6 22 377.16
2006 6 23 376.73
2006 6 26 376.5
2006 6 27 377.18
2006 6 28 376.55
2006 6 29 377.61
2006 6 30 378.86
2006 7 3 378.88
2006 7 4 378.93
2006 7 5 377.57
2006 7 6 378.41
2006 7 7 379.49
2006 7 11 380.28
2006 7 12 380.36
2006 7 13 381.02
2006 7 14 381.31
2006 7 17 381.33
2006 7 18 380.16
2006 7 19 381.63
2006 7 20 382.31
2006 7 21 382.02
2006 7 24 382.18
2006 7 25 381.71
2006 7 26 382.47
2006 7 27 382.51
2006 7 28 383.59
2006 7 31 383.89
2006 8 1 383.99
2006 8 2 384.45
2006 8 3 384.64
2006 8 4 385.72
2006 8 7 385.45
2006 8 8 385.71
2006 8 9 385.54
2006 8 10 385.39
2006 8 11 384.6
2006 8 14 384.32
2006 8 15 385.89
2006 8 16 387.11
2006 8 17 387.23
2006 8 18 387.87
2006 8 21 388.42
2006 8 22 388.53
2006 8 23 388.42
2006 8 24 388.6
2006 8 25 388.98
2006 8 28 388.9
2006 8 29 389.21
2006 8 30 389.79
2006 8 31 390.53
2006 9 1 390.76
2006 9 4 390.93
2006 9 5 389.96
2006 9 6 389.63
2006 9 7 389.81
2006 9 8 390.43
2006 9 12 390.58
2006 9 13 390.86
2006 9 14 390.39
2006 9 15 390.27
2006 9 18 390.16
2006 9 19 391.66
2006 9 20 391.87
2006 9 21 393.51
2006 9 22 394.45
2006 9 25 395.46
2006 9 26 394.95
2006 9 27 394.93
2006 9 28 394.38
2006 9 29 394.28
2006 9 30 394.34
2006 10 2 394.91
2006 10 3 395.01
2006 10 4 396.04
2006 10 5 395.18
2006 10 6 393.4
2006 10 10 392.58
2006 10 11 391.93
2006 10 12 392.12
2006 10 13 391.6
2006 10 16 392.16
2006 10 17 392.48
2006 10 18 392.7
2006 10 19 392.37
2006 10 20 392.51
2006 10 23 391.86
2006 10 24 391.92
2006 10 25 392.87
2006 10 26 394.16
2006 10 27 395.11
2006 10 30 395.4
2006 10 31 396.84
2006 11 1 397.78
2006 11 2 397.12
2006 11 3 394.81
2006 11 6 395.17
2006 11 7 396.23
2006 11 8 396.9
2006 11 9 396.91
2006 11 10 397.75
2006 11 13 397.64
2006 11 14 398.32
2006 11 15 397.34
2006 11 16 396.61
2006 11 17 397.84
2006 11 20 398.14
2006 11 21 398.54
2006 11 22 398.81
2006 11 23 398.87
2006 11 24 399.34
2006 11 27 399.74
2006 11 28 400.46
2006 11 29 400.29
2006 11 30 401.58
2006 12 1 402.53
2006 12 5 402.62
2006 12 6 401.82
2006 12 7 401.86
2006 12 8 400.49
2006 12 11 401.21
2006 12 12 401.87
2006 12 13 400.18
2006 12 14 399.75
2006 12 15 399.82
2006 12 18 400.15
2006 12 19 399.99
2006 12 20 400.11
2006 12 21 401.19
2006 12 22 399.81
2006 12 26 400.41
2006 12 27 399.38
2006 12 28 398.88
2006 12 29 398.66
2006 12 31 398.77
2007 1 3 399.93
2007 1 4 400.94
2007 1 5 400.51
2007 1 8 400.52
2007 1 9 400.62
2007 1 10 400.24
2007 1 12 398.55
2007 1 15 398.71
2007 1 17 398.4
2007 1 18 399.08
2007 1 19 398.71
2007 1 22 399.14
2007 1 23 398.41
2007 1 24 398.36
2007 1 25 397.36
2007 1 26 397.11
2007 1 29 396.56
2007 1 30 396.9
2007 1 31 397.89
2007 2 1 397.73
2007 2 2 397.96
2007 2 5 398.55
2007 2 6 399.45
2007 2 7 399.97
2007 2 8 400.16
2007 2 9 399.15
2007 2 12 398.98
2007 2 13 398.82
2007 2 14 400.59
2007 2 15 401.18
2007 2 16 401.54
2007 2 19 401.71
2007 2 20 401.98
2007 2 22 401
2007 2 23 402.16
2007 2 26 403.32
2007 2 27 406.29
2007 2 28 405.43
2007 3 1 405.5
2007 3 2 406.4
2007 3 5 406.09
2007 3 6 405.94
2007 3 7 406.61
2007 3 8 406.5
2007 3 9 404.81
2007 3 12 405.82
2007 3 13 406.92
2007 3 14 406.43
2007 3 15 406.14
2007 3 16 405.96
2007 3 19 405.63
2007 3 20 406.02
2007 3 21 406.7
2007 3 22 405.46
2007 3 23 405.02
2007 3 26 405.72
2007 3 27 405.34
2007 3 28 405.3
2007 3 29 405.02
2007 3 30 404.71
2007 3 31 404.77
2007 4 2 405.03
2007 4 3 404.61
2007 4 5 404.49
2007 4 9 403.14
2007 4 10 403.85
2007 4 11 403.61
2007 4 12 403.64
2007 4 13 403.2
2007 4 16 403.91
2007 4 17 405.05
2007 4 18 405.89
2007 4 19 405.68
2007 4 20 405.73
2007 4 23 406.33
2007 4 24 407.1
2007 4 25 406.6
2007 4 26 405.75
2007 4 27 405.61
2007 4 30 406.91
2007 5 1 406.89
2007 5 2 406.78
2007 5 3 406.25
2007 5 4 407.02
2007 5 7 407.25
2007 5 8 407.33
2007 5 9 406.58
2007 5 10 407.03
2007 5 11 406.67
2007 5 14 406.49
2007 5 15 406
2007 5 16 406.24
2007 5 17 405.37
2007 5 18 404.5
2007 5 21 404.94
2007 5 22 404.11
2007 5 23 403.65
2007 5 24 403.74
2007 5 25 403.63
2007 5 29 403.38
2007 5 30 403.44
2007 5 31 403.17
2007 6 1 401.94
2007 6 4 402.75
2007 6 5 401.83
2007 6 6 401.95
2007 6 7 399.52
2007 6 8 399.34
2007 6 11 399.25
2007 6 12 397.25
2007 6 13 398.15
2007 6 14 397.79
2007 6 15 398.75
2007 6 18 399.4
2007 6 19 400.51
2007 6 20 399.87
2007 6 21 399.24
2007 6 22 399.86
2007 6 25 401.26
2007 6 26 400.59
2007 6 27 401.35
2007 6 28 400.47
2007 6 29 402.15
2007 6 30 402.21
2007 7 2 402.96
2007 7 3 402.02
2007 7 4 402.08
2007 7 6 399.31
2007 7 9 400.22
2007 7 10 402.47
2007 7 12 400.94
2007 7 13 401.22
2007 7 16 402.76
2007 7 17 401.9
2007 7 18 403.2
2007 7 19 402.84
2007 7 20 403.95
2007 7 23 403.92
2007 7 24 404.4
2007 7 25 405.1
2007 7 26 407.43
2007 7 27 406.49
2007 7 30 406.27
2007 7 31 406.99
2007 8 1 407.23
2007 8 2 407.18
2007 8 3 407.91
2007 8 6 407.33
2007 8 7 407.05
2007 8 8 404.79
2007 8 9 406.14
2007 8 10 406.54
2007 8 13 406.78
2007 8 14 407.62
2007 8 15 408.2
2007 8 16 410.21
2007 8 17 408.72
2007 8 20 409.81
2007 8 21 410.83
2007 8 22 409.94
2007 8 23 409.94
2007 8 24 409.46
2007 8 27 410.44
2007 8 28 412.02
2007 8 29 411.44
2007 8 30 412.32
2007 8 31 411.81
2007 9 3 411.94
2007 9 4 411.73
2007 9 5 413.75
2007 9 6 412.31
2007 9 7 415.04
2007 9 10 415.84
2007 9 12 414
2007 9 13 412.45
2007 9 14 412.94
2007 9 17 413.01
2007 9 18 413.19
2007 9 19 412.28
2007 9 20 409.81
2007 9 21 411.26
2007 9 24 411.58
2007 9 25 412.12
2007 9 26 412.14
2007 9 27 413.31
2007 9 28 413.39
2007 9 30 413.51
2007 10 1 414
2007 10 2 414.63
2007 10 3 414.62
2007 10 4 415.22
2007 10 5 412.98
2007 10 8 413.16
2007 10 10 413.23
2007 10 11 413.03
2007 10 12 412.53
2007 10 15 412.96
2007 10 16 413.44
2007 10 17 415.68
2007 10 18 416.59
2007 10 19 418.64
2007 10 22 418.77
2007 10 23 418.81
2007 10 24 420.54
2007 10 25 420.07
2007 10 26 419.48
2007 10 29 419.71
2007 10 30 419.55
2007 10 31 417.56
2007 11 1 419.97
2007 11 2 421.53
2007 11 5 421.13
2007 11 6 420.57
2007 11 7 421.16
2007 11 8 422.22
2007 11 9 423.22
2007 11 12 423.4
2007 11 13 422.12
2007 11 14 422.04
2007 11 15 424.6
2007 11 16 424.58
2007 11 19 426.47
2007 11 20 427.09
2007 11 21 427.83
2007 11 22 427.89
2007 11 23 427.85
2007 11 26 431.7
2007 11 27 429.57
2007 11 28 427.44
2007 11 29 428.52
2007 11 30 428.14
2007 12 3 430.21
2007 12 5 429.52
2007 12 6 427.33
2007 12 7 424.61
2007 12 10 424.12
2007 12 11 427.72
2007 12 12 426.05
2007 12 13 424.11
2007 12 14 422.63
2007 12 17 423.73
2007 12 18 425.54
2007 12 19 426.65
2007 12 20 427.64
2007 12 21 424.52
2007 12 24 423.7
2007 12 26 422.18
2007 12 27 424.01
2007 12 28 426.3
2007 12 31 427.84
2008 1 2 431.18
2008 1 3 431.21
2008 1 4 432.11
2008 1 7 432.77
2008 1 8 430.52
2008 1 9 431.35
2008 1 10 429
2008 1 11 430.7
2008 1 14 431.44
2008 1 15 433.23
2008 1 16 432.65
2008 1 17 433.77
2008 1 18 433.37
2008 1 22 436.03
2008 1 23 437.98
2008 1 24 433.55
2008 1 25 435.13
2008 1 28 435.27
2008 1 29 433.74
2008 1 30 432.16
2008 1 31 434.57
2008 2 1 436.25
2008 2 4 435.22
2008 2 5 437.2
2008 2 6 436.68
2008 2 7 433.98
2008 2 8 435.47
2008 2 11 436.35
2008 2 12 434.63
2008 2 13 434.68
2008 2 14 432.02
2008 2 15 432.72
2008 2 18 432.9
2008 2 20 429.84
2008 2 21 432.88
2008 2 22 432.56
2008 2 25 429.94
2008 2 26 431.02
2008 2 27 431.32
2008 2 28 433.92
2008 2 29 437.41
2008 3 3 437.15
2008 3 4 435.35
2008 3 5 432.53
2008 3 6 432.49
2008 3 7 433.95
2008 3 10 434.84
2008 3 11 431.08
2008 3 12 434.36
2008 3 13 433.24
2008 3 14 435.59
2008 3 17 437.38
2008 3 18 435.65
2008 3 19 438.25
2008 3 20 438.91
2008 3 24 434.51
2008 3 25 434.73
2008 3 26 435.36
2008 3 27 434.65
2008 3 28 435.66
2008 3 31 436.91
2008 4 1 434.1
2008 4 2 433.26
2008 4 3 433.77
2008 4 4 436.85
2008 4 7 435.65
2008 4 8 435.95
2008 4 9 438.44
2008 4 10 436.39
2008 4 11 437.01
2008 4 14 436.63
2008 4 15 435.15
2008 4 16 431.76
2008 4 17 430.72
2008 4 18 431.29
2008 4 21 432.47
2008 4 22 432.15
2008 4 23 431.92
2008 4 24 429.65
2008 4 25 428.84
2008 4 28 430.06
2008 4 29 430.89
2008 4 30 432.65
2008 5 1 432.8
2008 5 2 431.37
2008 5 5 431.39
2008 5 6 430.52
2008 5 7 431.23
2008 5 8 432.83
2008 5 9 433.53
2008 5 12 433.72
2008 5 13 430.4
2008 5 14 429.54
2008 5 15 431.66
2008 5 16 432.1
2008 5 19 432.61
2008 5 20 433.77
2008 5 21 432.68
2008 5 22 429.54
2008 5 23 431.57
2008 5 26 431.76
2008 5 27 429.46
2008 5 29 426.37
2008 5 30 427.36
2008 5 31 427.36
2008 6 2 429.27
2008 6 3 431.14
2008 6 5 428.6
2008 6 6 430.79
2008 6 9 429.03
2008 6 10 426.28
2008 6 11 426.87
2008 6 12 424.07
2008 6 13 423.1
2008 6 16 423.74
2008 6 17 424.45
2008 6 18 426.47
2008 6 19 425.3
2008 6 20 426.48
2008 6 23 425.46
2008 6 24 427
2008 6 25 426.94
2008 6 26 427.53
2008 6 27 428.26
2008 6 30 428.26
2008 7 1 427.48
2008 7 2 428.56
2008 7 3 428.37
2008 7 4 428.43
2008 7 7 430.06
2008 7 8 430.7
2008 7 9 431.78
2008 7 11 428.22
2008 7 14 430.13
2008 7 15 430.52
2008 7 16 428.46
2008 7 17 426.19
2008 7 18 425.37
2008 7 21 425.74
2008 7 22 425.21
2008 7 23 424.38
2008 7 24 427.82
2008 7 25 425.91
2008 7 28 428.18
2008 7 29 427.83
2008 7 30 427.74
2008 7 31 429.18
2008 8 1 430.11
2008 8 4 429.77
2008 8 5 429.2
2008 8 6 428.37
2008 8 7 431.59
2008 8 8 431.32
2008 8 11 430.12
2008 8 12 432.13
2008 8 13 430.95
2008 8 14 432.1
2008 8 15 433.11
2008 8 18 433.89
2008 8 19 432.81
2008 8 20 433.53
2008 8 21 432.31
2008 8 22 431.53
2008 8 25 433.76
2008 8 26 433.66
2008 8 27 434.15
2008 8 28 433.64
2008 8 29 433.3
2008 8 31 433.37
2008 9 1 433.43
2008 9 2 435.1
2008 9 3 436.03
2008 9 4 436.72
2008 9 8 436.66
2008 9 10 437.49
2008 9 11 437.17
2008 9 12 433.83
2008 9 15 432.97
2008 9 16 422.85
2008 9 17 420.61
2008 9 18 413.16
2008 9 19 412.04
2008 9 22 415.63
2008 9 23 414.05
2008 9 24 416.22
2008 9 25 410.24
2008 9 26 406.56
2008 9 29 409.58
2008 9 30 405.01
2008 10 1 402.55
2008 10 2 406.61
2008 10 3 407.32
2008 10 6 409.56
2008 10 7 410.02
2008 10 8 405.3
2008 10 9 403.06
2008 10 10 395.87
2008 10 13 396.06
2008 10 14 398.57
2008 10 15 400.54
2008 10 16 398.92
2008 10 17 396.34
2008 10 20 397.89
2008 10 21 401.32
2008 10 22 402.18
2008 10 23 402.82
2008 10 24 398.07
2008 10 27 396.8
2008 10 28 397.19
2008 10 29 396.9
2008 10 30 396.94
2008 10 31 396.77
2008 11 3 399.2
2008 11 4 403.03
2008 11 5 405.81
2008 11 6 405.82
2008 11 7 404.82
2008 11 10 407.22
2008 11 11 407.28
2008 11 12 410.8
2008 11 13 409.34
2008 11 14 410.94
2008 11 17 412.15
2008 11 18 415.07
2008 11 19 415.79
2008 11 20 417.34
2008 11 21 413.8
2008 11 24 414.43
2008 11 25 417.98
2008 11 26 420.17
2008 11 27 420.23
2008 11 28 420.94
2008 11 30 421.07
2008 12 1 425.15
2008 12 2 425.55
2008 12 3 426.78
2008 12 4 428.79
2008 12 8 426.51
2008 12 9 429.05
2008 12 11 430.83
2008 12 12 431.68
2008 12 15 432.99
2008 12 16 436.98
2008 12 17 441.08
2008 12 18 445.95
2008 12 19 445.95
2008 12 22 445.96
2008 12 23 445.53
2008 12 24 445.98
2008 12 26 447.04
2008 12 29 448.47
2008 12 30 449.46
2008 12 31 447.98
2009 1 2 444.43
2009 1 5 444.16
2009 1 6 439.99
2009 1 7 440.48
2009 1 8 439.31
2009 1 9 440.27
2009 1 12 441.27
2009 1 13 441.54
2009 1 14 441.33
2009 1 15 439.87
2009 1 16 440.6
2009 1 20 438.39
2009 1 21 434.13
2009 1 22 433.6
2009 1 23 432.22
2009 1 26 432.2
2009 1 27 435.47
2009 1 28 433.65
2009 1 29 430.41
2009 1 30 430.51
2009 1 31 430.51
2009 2 3 429.47
2009 2 4 428.07
2009 2 5 429.16
2009 2 6 427.93
2009 2 9 427.74
2009 2 10 432.52
2009 2 11 435.46
2009 2 12 435.95
2009 2 13 431.81
2009 2 16 432.01
2009 2 17 436.18
2009 2 19 429.71
2009 2 20 430.58
2009 2 23 430.84
2009 2 24 426.6
2009 2 25 421.47
2009 2 26 421.19
2009 2 27 419.85
2009 2 28 420.04
2009 3 2 419.21
2009 3 3 410.42
2009 3 5 388.64
2009 3 6 388.38
2009 3 9 386.8
2009 3 10 389.28
2009 3 11 390.5
2009 3 12 399.24
2009 3 13 401.83
2009 3 16 407.73
2009 3 17 408.74
2009 3 18 418.11
2009 3 19 417.99
2009 3 20 418.21
2009 3 23 418.91
2009 3 24 420.51
2009 3 25 419.21
2009 3 26 421.03
2009 3 27 421.2
2009 3 30 421.19
2009 3 31 420.56
2009 4 1 422.37
2009 4 2 419.62
2009 4 3 415.4
2009 4 6 414.93
2009 4 7 415.22
2009 4 8 417.83
2009 4 9 416.49
2009 4 13 419.29
2009 4 14 421.07
2009 4 15 421.37
2009 4 16 419.89
2009 4 17 418.62
2009 4 20 421.72
2009 4 21 421.59
2009 4 22 419.64
2009 4 23 420.93
2009 4 24 420.14
2009 4 27 421.57
2009 4 28 419.83
2009 4 29 419.58
2009 4 30 419.81
2009 5 1 419.56
2009 5 4 419.72
2009 5 5 420.34
2009 5 6 420.11
2009 5 7 416.18
2009 5 8 416.56
2009 5 11 419.48
2009 5 12 420.96
2009 5 13 423.04
2009 5 14 423.27
2009 5 15 422.55
2009 5 18 420.33
2009 5 19 420.93
2009 5 20 422.66
2009 5 21 419.83
2009 5 22 418.9
2009 5 25 419.07
2009 5 26 417.71
2009 5 27 414.03
2009 5 28 415.07
2009 5 31 423.49
2009 6 1 417.02
2009 6 2 419.31
2009 6 3 421.2
2009 6 4 417.61
2009 6 8 413.86
2009 6 9 414.41
2009 6 10 413.47
2009 6 11 415.46
2009 6 12 417.3
2009 6 15 419.93
2009 6 16 421.71
2009 6 17 422.2
2009 6 18 417.71
2009 6 19 421.09
2009 6 22 423.84
2009 6 23 424.84
2009 6 24 424.37
2009 6 25 427.01
2009 6 26 428.47
2009 6 29 428.79
2009 6 30 428.43
2009 7 1 427.65
2009 7 2 429.54
2009 7 3 429.6
2009 7 6 429.26
2009 7 7 430.85
2009 7 8 435.01
2009 7 9 431.82
2009 7 10 434.82
2009 7 14 431.6
2009 7 15 428.22
2009 7 16 429.07
2009 7 17 427.08
2009 7 20 429.38
2009 7 21 432.65
2009 7 22 430.99
2009 7 23 427.27
2009 7 24 428.24
2009 7 27 427.15
2009 7 28 427.97
2009 7 29 429.3
2009 7 30 430.99
2009 7 31 435.91
2009 8 3 432.64
2009 8 4 432.12
2009 8 5 431.1
2009 8 6 431.66
2009 8 7 428.74
2009 8 10 431.61
2009 8 11 433.3
2009 8 12 432.86
2009 8 13 436.04
2009 8 14 436.89
2009 8 17 438.81
2009 8 18 438.2
2009 8 19 439.98
2009 8 20 440.56
2009 8 21 437.27
2009 8 24 439.89
2009 8 25 441.06
2009 8 26 441.5
2009 8 27 441.11
2009 8 28 441.99
2009 8 31 443.12
2009 9 1 442.8
2009 9 2 445.21
2009 9 3 444.45
2009 9 4 441.51
2009 9 7 441.67
2009 9 8 441.01
2009 9 9 440.64
2009 9 10 444.43
2009 9 11 445.31
2009 9 14 443.7
2009 9 15 443.1
2009 9 17 445.38
2009 9 18 443.35
2009 9 21 443.26
2009 9 22 444.4
2009 9 23 444.88
2009 9 24 446.5
2009 9 25 447.91
2009 9 28 449.17
2009 9 29 449.38
2009 9 30 448.8
2009 10 1 452.26
2009 10 2 451.04
2009 10 5 450.84
2009 10 6 449.87
2009 10 7 451.74
2009 10 8 449.63
2009 10 9 445.9
2009 10 12 446.06
2009 10 13 448.41
2009 10 14 445.26
2009 10 15 444.38
2009 10 16 445.48
2009 10 19 446.42
2009 10 20 448.38
2009 10 21 446.48
2009 10 22 446.44
2009 10 23 445.01
2009 10 26 443.22
2009 10 27 446.07
2009 10 28 447.68
2009 10 29 445.02
2009 10 30 448.17
2009 10 31 448.17
2009 11 2 447.6
2009 11 3 446.32
2009 11 4 444.89
2009 11 5 445.36
2009 11 6 446.37
2009 11 9 446.76
2009 11 10 446.82
2009 11 12 447.6
2009 11 13 448.32
2009 11 16 451.35
2009 11 17 451.85
2009 11 18 450.82
2009 11 19 451.77
2009 11 20 451.44
2009 11 23 451.61
2009 11 24 452.86
2009 11 25 453.96
2009 11 26 454.01
2009 11 27 455.52
2009 11 30 455.88
2009 12 1 454.41
2009 12 2 453.79
2009 12 3 452.19
2009 12 4 449.53
2009 12 7 450.21
2009 12 8 451.74
2009 12 10 449.87
2009 12 11 448.77
2009 12 14 449.02
2009 12 15 447.42
2009 12 16 448.11
2009 12 17 451.34
2009 12 18 450.08
2009 12 21 447.39
2009 12 22 446.35
2009 12 23 446.98
2009 12 24 445.11
2009 12 28 444.26
2009 12 29 445.21
2009 12 30 446.15
2009 12 31 445.05
2010 1 4 445.45
2010 1 5 448.15
2010 1 6 446.99
2010 1 7 446.48
2010 1 8 446.9
2010 1 11 446.8
2010 1 12 449.53
2010 1 13 447.85
2010 1 14 449.86
2010 1 15 451.06
2010 1 19 450.06
2010 1 20 451.07
2010 1 21 452.6
2010 1 22 452.66
2010 1 25 451.8
2010 1 26 451.9
2010 1 27 451.93
2010 1 28 451.5
2010 1 29 453.17
2010 1 31 453.22
2010 2 2 452.29
2010 2 3 450.45
2010 2 4 452.77
2010 2 5 454.17
2010 2 8 453.5
2010 2 9 452.28
2010 2 10 450.48
2010 2 11 450.44
2010 2 12 451.56
2010 2 15 451.72
2010 2 16 452.48
2010 2 18 449.06
2010 2 19 449.64
2010 2 22 449.66
2010 2 23 452.73
2010 2 24 452.72
2010 2 25 454.34
2010 2 26 455.91
2010 2 28 456.12
2010 3 1 455.18
2010 3 2 455.38
2010 3 4 455.64
2010 3 5 454.29
2010 3 8 454.3
2010 3 9 454.51
2010 3 10 453.92
2010 3 11 453.77
2010 3 12 454.8
2010 3 15 455.06
2010 3 16 456.56
2010 3 17 456.67
2010 3 18 456.05
2010 3 19 455.84
2010 3 22 456.53
2010 3 23 456.16
2010 3 24 452.69
2010 3 25 451.3
2010 3 26 452.5
2010 3 29 452.44
2010 3 30 452.55
2010 3 31 453.96
2010 4 1 453.46
2010 4 5 449.99
2010 4 6 450.6
2010 4 7 453.43
2010 4 8 453.07
2010 4 9 453.27
2010 4 12 454.57
2010 4 13 455.45
2010 4 14 454.59
2010 4 15 454.99
2010 4 16 457.23
2010 4 19 456.32
2010 4 20 456.55
2010 4 21 458.27
2010 4 22 457.6
2010 4 23 456.47
2010 4 26 456.82
2010 4 27 460.27
2010 4 28 458.01
2010 4 29 459.37
2010 4 30 461.22
2010 5 3 460.27
2010 5 4 462.88
2010 5 5 464.5
2010 5 6 468.97
2010 5 7 466.44
2010 5 10 463.27
2010 5 11 463.15
2010 5 12 462.17
2010 5 13 462.58
2010 5 14 466.17
2010 5 17 466.16
2010 5 18 467.95
2010 5 19 467.34
2010 5 20 468.3
2010 5 21 469.69
2010 5 24 469.11
2010 5 25 470.36
2010 5 26 467.62
2010 5 27 464.6
2010 5 28 465.37
2010 5 31 465.47
2010 6 1 466.59
2010 6 2 465.5
2010 6 3 464.14
2010 6 7 469.18
2010 6 8 469.23
2010 6 9 468.26
2010 6 10 465.13
2010 6 11 468.4
2010 6 14 467.18
2010 6 15 466.12
2010 6 16 467
2010 6 17 468.69
2010 6 18 467.95
2010 6 21 467.73
2010 6 22 469.88
2010 6 23 471.14
2010 6 24 470.9
2010 6 25 471.97
2010 6 28 473.91
2010 6 29 475.64
2010 6 30 475.94
2010 7 1 476.58
2010 7 2 475.01
2010 7 5 475.17
2010 7 6 476.41
2010 7 7 475.29
2010 7 8 474.6
2010 7 9 473.65
2010 7 13 472.93
2010 7 14 474.8
2010 7 15 476.81
2010 7 16 478.21
2010 7 19 477.52
2010 7 20 478.59
2010 7 21 479.9
2010 7 22 478.91
2010 7 23 477.44
2010 7 26 477.52
2010 7 27 476.09
2010 7 28 477.84
2010 7 29 477.86
2010 7 30 480.11
2010 7 31 480.11
2010 8 2 478.72
2010 8 3 480.46
2010 8 4 479.43
2010 8 5 480.36
2010 8 6 482.23
2010 8 10 482.82
2010 8 11 484.62
2010 8 12 484.37
2010 8 13 485.49
2010 8 16 488.71
2010 8 17 487.05
2010 8 18 487.58
2010 8 19 489.43
2010 8 20 488.85
2010 8 23 488.85
2010 8 24 491.59
2010 8 25 490.79
2010 8 26 491.77
2010 8 27 488.27
2010 8 30 490.21
2010 8 31 492.28
2010 9 1 489.05
2010 9 2 488.14
2010 9 3 486.61
2010 9 6 486.78
2010 9 7 489.5
2010 9 8 488.09
2010 9 9 485.15
2010 9 10 484.31
2010 9 13 486.09
2010 9 14 487.92
2010 9 16 485.67
2010 9 17 486.04
2010 9 20 487.39
2010 9 21 489.45
2010 9 22 490.65
2010 9 23 490.6
2010 9 24 489.16
2010 9 27 491.91
2010 9 28 493.21
2010 9 29 492.02
2010 9 30 491.76
2010 10 1 491.16
2010 10 4 491.94
2010 10 5 492.57
2010 10 6 494.45
2010 10 7 494.12
2010 10 8 494.27
2010 10 11 494.42
2010 10 12 493.26
2010 10 13 492.74
2010 10 14 491.34
2010 10 15 489.32
2010 10 18 491.66
2010 10 19 492.32
2010 10 20 492.47
2010 10 21 491.29
2010 10 22 491.05
2010 10 25 491.54
2010 10 26 489.09
2010 10 27 487.76
2010 10 28 488.73
2010 10 29 490.43
2010 10 31 490.49
2010 11 1 490.32
2010 11 2 491.74
2010 11 3 490.67
2010 11 4 493.02
2010 11 5 491.57
2010 11 8 490.91
2010 11 9 487.94
2010 11 11 489.05
2010 11 12 486.35
2010 11 15 482.64
2010 11 16 484.56
2010 11 17 484.58
2010 11 18 483.9
2010 11 19 484.58
2010 11 22 486.42
2010 11 23 487.63
2010 11 24 483.85
2010 11 25 483.9
2010 11 26 485.53
2010 11 29 486.36
2010 11 30 487.41
2010 12 1 483.28
2010 12 2 482.25
2010 12 3 482.49
2010 12 6 484.72
2010 12 7 479.61
2010 12 9 478.46
2010 12 10 477.73
2010 12 13 478.85
2010 12 14 475.02
2010 12 15 473.88
2010 12 16 474.64
2010 12 17 478.64
2010 12 20 478.09
2010 12 21 478.58
2010 12 22 477.93
2010 12 23 476.69
2010 12 24 476.74
2010 12 27 477.92
2010 12 28 474.98
2010 12 29 478.72
2010 12 30 478.05
2010 12 31 480.19
